time1,sites,transects,year_intervals,time,times,groups,alphaD,alphaD2,spe_sta,spe_asy,alpha_sta
1,CARP,4,5-year,2009-2013,Ante-heat,FISH,1.335001067,0.277840559,-0.786824573,0.098045491,-0.688779081
1,CARP,5,5-year,2009-2013,Ante-heat,FISH,1.609437912,0.743638941,-0.382241913,0.422102968,0.039861055
1,CARP,6,5-year,2009-2013,Ante-heat,FISH,1.435084525,0.403148588,-0.715349676,0.495783451,-0.219566224
1,CARP,7,5-year,2009-2013,Ante-heat,FISH,1.568615918,0.538413774,-0.601930033,0.158405734,-0.443524299
1,CARP,8,5-year,2009-2013,Ante-heat,FISH,1.029619417,0.376634333,-0.484992641,0.061171814,-0.423820826
2,CARP,1,5-year,2014-2018,Post-heat,FISH,1.568615918,0.608894044,-0.427783487,0.704560695,0.276777209
2,CARP,2,5-year,2014-2018,Post-heat,FISH,1.029619417,0.129764883,-0.588278082,0.137766489,-0.450511593
2,CARP,3,5-year,2014-2018,Post-heat,FISH,1.722766598,0.786582961,-0.450247518,0.13090757,-0.319339947
2,CARP,4,5-year,2014-2018,Post-heat,FISH,1.481604541,0.510688491,-0.450686867,0.861753533,0.411066666
2,CARP,5,5-year,2014-2018,Post-heat,FISH,1.280933845,0.576307408,-0.410275973,1.100400386,0.690124413
2,CARP,6,5-year,2014-2018,Post-heat,FISH,1.16315081,0.35289642,-0.596173173,0.623388691,0.027215518
2,CARP,7,5-year,2014-2018,Post-heat,FISH,1.223775432,0.624825395,-0.312973243,0.331893316,0.018920073
2,CARP,8,5-year,2014-2018,Post-heat,FISH,0.875468737,0.313636565,-0.459783028,0.308740029,-0.151042999
1,CARP,1,5-year,2009-2013,Ante-heat,MOBILE INVERT,1.974081026,0.695984772,0.637808101,0.249081832,0.886889934
1,CARP,2,5-year,2009-2013,Ante-heat,MOBILE INVERT,1.722766598,0.580054875,0.089059583,0.583018128,0.672077711
1,CARP,3,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.451005098,0.804456185,0.630097159,0.635417136,1.265514294
1,CARP,4,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.451005098,0.374418759,0.671733204,0.340264896,1.0119981
1,CARP,5,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.302585093,0.59815583,0.448450152,0.73358995,1.182040102
1,CARP,6,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.433613355,0.966927034,0.51536555,0.968209859,1.483575409
1,CARP,7,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.397895273,0.717880701,0.544451629,0.500474849,1.044926478
1,CARP,8,5-year,2009-2013,Ante-heat,MOBILE INVERT,2.261763098,0.504020448,0.635960874,0.604961045,1.240921918
2,CARP,1,5-year,2014-2018,Post-heat,MOBILE INVERT,1.824549292,0.447848265,-0.581144336,0.435604153,-0.145540184
2,CARP,2,5-year,2014-2018,Post-heat,MOBILE INVERT,2.028148247,0.535179628,0.060955094,0.848869535,0.909824629
2,CARP,3,5-year,2014-2018,Post-heat,MOBILE INVERT,2.397895273,1.191778929,0.197174387,0.742835931,0.940010318
2,CARP,4,5-year,2014-2018,Post-heat,MOBILE INVERT,2.282382386,0.70588758,-0.091238244,0.690423024,0.599184781
2,CARP,5,5-year,2014-2018,Post-heat,MOBILE INVERT,2.174751721,0.708695152,0.202576743,0.587612919,0.790189662
2,CARP,6,5-year,2014-2018,Post-heat,MOBILE INVERT,2.261763098,0.71005487,0.061855639,0.195373852,0.257229491
2,CARP,7,5-year,2014-2018,Post-heat,MOBILE INVERT,2.32238772,0.818815819,0.63363601,0.684313372,1.317949381
2,CARP,8,5-year,2014-2018,Post-heat,MOBILE INVERT,2.282382386,0.654247381,0.164969253,0.577633827,0.74260308
1,CARP,1,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.809402695,1.648114068,0.235664671,0.720243482,0.955908153
1,CARP,2,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,2.282382386,1.133585441,-0.092163516,0.625856611,0.533693096
1,CARP,3,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.526056303,0.661865159,-0.055732525,0.380957427,0.325224902
1,CARP,4,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.335001067,0.680332759,-0.154263091,0.281126679,0.126863587
1,CARP,5,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.887069649,1.202833774,-0.00829525,0.482997199,0.474701949
1,CARP,6,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.280933845,0.732950726,0.216117013,0.174028057,0.39014507
1,CARP,7,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.435084525,0.598905148,-0.278737252,0.237265411,-0.041471841
1,CARP,8,5-year,2009-2013,Ante-heat,UNDERSTORY ALGAE,1.609437912,0.824848755,-0.413156001,0.380236949,-0.032919053
2,CARP,1,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.433613355,1.30408192,0.559061326,0.788079548,1.347140874
2,CARP,2,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.240709689,1.200499629,0.303575712,0.570353586,0.873929298
2,CARP,3,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,1.722766598,1.011489997,-0.441175419,0.316316994,-0.124858426
2,CARP,4,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,1.481604541,0.600500244,-0.596349297,0.515860974,-0.080488324
2,CARP,5,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.00148,1.31721652,-0.080583491,0.763354144,0.682770653
2,CARP,6,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,0.955511445,0.506274309,-0.575632327,0.154128783,-0.421503543
2,CARP,7,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,2.028148247,1.300450311,-0.296511703,0.74910287,0.452591167
2,CARP,8,5-year,2014-2018,Post-heat,UNDERSTORY ALGAE,1.481604541,0.719487193,-0.241770542,0.652482188,0.410711646
1,CARP,1,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.552045952,0.25605205,1.126562271,0.183872948,1.310435219
1,CARP,2,6-year,2008-2013,Ante-heat,SESSILE INVERT,1.609437912,0.002222132,0.382047076,0.001862558,0.383909634
1,CARP,3,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.335374915,0.616290121,1.117658201,0.273463798,1.391121999
1,CARP,4,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.178532444,0.517972118,0.143601741,0.063745452,0.207347193
1,CARP,5,6-year,2008-2013,Ante-heat,SESSILE INVERT,1.921812597,0.502598931,0.446977529,0.10602329,0.553000819
1,CARP,6,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.285777975,0.515134452,1.057889349,0.153519207,1.211408556
1,CARP,7,6-year,2008-2013,Ante-heat,SESSILE INVERT,2.397895273,0.246799389,0.921620007,0.136275359,1.057895366
1,CARP,8,6-year,2008-2013,Ante-heat,SESSILE INVERT,1.992430165,0.112703139,0.601103021,0.02215047,0.623253491
2,CARP,1,6-year,2014-2019,Post-heat,SESSILE INVERT,2.498699972,0.505411887,0.588595492,0.24801265,0.836608142
2,CARP,2,6-year,2014-2019,Post-heat,SESSILE INVERT,1.15267951,0.00618732,0.415469797,0.102696505,0.518166303
2,CARP,3,6-year,2014-2019,Post-heat,SESSILE INVERT,2.397895273,0.614473385,0.82317423,0.330356565,1.153530794
2,CARP,4,6-year,2014-2019,Post-heat,SESSILE INVERT,2.178532444,0.361662582,0.347282408,0.1201731,0.467455507
2,CARP,5,6-year,2014-2019,Post-heat,SESSILE INVERT,1.945910149,0.462792735,0.302704782,0.197663142,0.500367924
2,CARP,6,6-year,2014-2019,Post-heat,SESSILE INVERT,2.512305624,0.453165825,0.513641142,0.189598326,0.703239469
2,CARP,7,6-year,2014-2019,Post-heat,SESSILE INVERT,2.427748236,0.210824903,0.537161831,0.061591083,0.598752914
2,CARP,8,6-year,2014-2019,Post-heat,SESSILE INVERT,2.014903021,0.134586986,0.832789434,0.029908205,0.862697639
1,CARP,1,6-year,2008-2013,Ante-heat,FISH,2.100060829,1.192919932,-0.210061417,1.000477079,0.790415662
1,CARP,2,6-year,2008-2013,Ante-heat,FISH,1.343734747,0.293293352,-0.601341945,0.236815507,-0.364526439
1,CARP,3,6-year,2008-2013,Ante-heat,FISH,1.763588592,0.712464906,-0.625178569,0.639619471,0.0144409
1,CARP,4,6-year,2008-2013,Ante-heat,FISH,1.386294361,0.37929965,-0.859581478,0.113910609,-0.745670869
1,CARP,5,6-year,2008-2013,Ante-heat,FISH,1.575536361,0.770145031,-0.437904716,0.416255214,-0.0216495
1,CARP,6,6-year,2008-2013,Ante-heat,FISH,1.343734747,0.358871228,-0.726856048,0.506991828,-0.219864219
1,CARP,7,6-year,2008-2013,Ante-heat,FISH,1.575536361,0.491758634,-0.54874132,0.28143795,-0.267303369
1,CARP,8,6-year,2008-2013,Ante-heat,FISH,1.203972804,0.43356419,-0.437848121,0.175596152,-0.262251968
2,CARP,1,6-year,2014-2019,Post-heat,FISH,1.540445041,0.69776895,-0.445875539,0.690256538,0.244381
2,CARP,2,6-year,2014-2019,Post-heat,FISH,0.84729786,0.129764883,-0.690388483,0.128514387,-0.561874097
2,CARP,3,6-year,2014-2019,Post-heat,FISH,1.642227735,0.715728516,-0.447011917,0.169669609,-0.277342307
2,CARP,4,6-year,2014-2019,Post-heat,FISH,1.427116356,0.575021523,-0.361071391,0.888386868,0.527315477
2,CARP,5,6-year,2014-2019,Post-heat,FISH,1.15267951,0.454170091,-0.379846111,1.146047739,0.766201629
2,CARP,6,6-year,2014-2019,Post-heat,FISH,0.980829253,0.35289642,-0.697847624,0.554893084,-0.142954539
2,CARP,7,6-year,2014-2019,Post-heat,FISH,1.098612289,0.489723601,-0.354766375,0.330864314,-0.023902061
2,CARP,8,6-year,2014-2019,Post-heat,FISH,0.916290732,0.362764319,-0.57960355,0.613898253,0.034294702
1,CARP,1,6-year,2008-2013,Ante-heat,MOBILE INVERT,1.992430165,0.720662253,0.630230196,0.238695891,0.868926088
1,CARP,2,6-year,2008-2013,Ante-heat,MOBILE INVERT,1.791759469,0.489230509,0.003252402,0.796566799,0.799819201
1,CARP,3,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.442347035,0.761456368,0.261948936,1.089829277,1.351778213
1,CARP,4,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.41293315,0.426404166,0.402860457,0.489919718,0.892780175
1,CARP,5,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.351375257,0.670484961,0.307049351,0.522878471,0.829927823
1,CARP,6,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.442347035,0.914411462,0.482653028,0.793374794,1.276027822
1,CARP,7,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.41293315,0.786743835,0.526875523,0.48408887,1.010964394
1,CARP,8,6-year,2008-2013,Ante-heat,MOBILE INVERT,2.268683541,0.536422473,0.62944369,0.718520176,1.347963867
2,CARP,1,6-year,2014-2019,Post-heat,MOBILE INVERT,1.84582669,0.40661411,-0.420541203,0.46175467,0.041213466
2,CARP,2,6-year,2014-2019,Post-heat,MOBILE INVERT,2.058388132,0.603494181,0.066038448,0.94917675,1.015215198
2,CARP,3,6-year,2014-2019,Post-heat,MOBILE INVERT,2.367123614,1.261983335,0.130248081,0.759729261,0.889977342
2,CARP,4,6-year,2014-2019,Post-heat,MOBILE INVERT,2.268683541,0.776424563,-0.083909085,0.658281504,0.574372419
2,CARP,5,6-year,2014-2019,Post-heat,MOBILE INVERT,2.120263536,0.705872794,0.260601626,0.65334385,0.913945476
2,CARP,6,6-year,2014-2019,Post-heat,MOBILE INVERT,2.251291799,0.779778779,0.032775876,0.202606746,0.235382622
2,CARP,7,6-year,2014-2019,Post-heat,MOBILE INVERT,2.319114395,0.890401462,0.639918105,0.792654099,1.432572204
2,CARP,8,6-year,2014-2019,Post-heat,MOBILE INVERT,2.197224577,0.726811421,0.267750104,0.599391763,0.867141867
1,CARP,1,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.751535313,1.595214041,0.166540092,0.706585293,0.873125385
1,CARP,2,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,2.197224577,0.961176836,-0.118854915,0.565667637,0.446812723
1,CARP,3,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.673976434,0.726655579,-0.288010696,0.249687645,-0.038323051
1,CARP,4,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.466337069,0.712997692,-0.285346619,0.544075387,0.258728769
1,CARP,5,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.969440647,1.048242402,-0.454919519,0.29256502,-0.162354499
1,CARP,6,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.427116356,0.674863388,0.232774292,0.259319584,0.492093876
1,CARP,7,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.575536361,0.59562056,-0.254202334,0.341399336,0.087197001
1,CARP,8,6-year,2008-2013,Ante-heat,UNDERSTORY ALGAE,1.819158443,0.888012285,-0.414453281,0.352713876,-0.061739404
2,CARP,1,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.3826278,1.250199887,0.413826938,0.759599263,1.173426201
2,CARP,2,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,2.178532444,1.199860686,0.367722192,0.615860603,0.983582795
2,CARP,3,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.819158443,1.09640766,-0.474066749,0.376543806,-0.097522942
2,CARP,4,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.575536361,0.700208471,-0.521941822,0.606674671,0.08473285
2,CARP,5,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.992430165,1.3295385,-0.36808795,0.462836382,0.094748433
2,CARP,6,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,0.916290732,0.514827166,-0.616166978,0.151418484,-0.464748494
2,CARP,7,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.897119985,0.955363763,-0.340999976,0.678184262,0.337184286
2,CARP,8,6-year,2014-2019,Post-heat,UNDERSTORY ALGAE,1.427116356,0.604391622,-0.260795961,0.738385602,0.477589641
1,CARP,1,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.564949357,0.239246486,1.131035377,0.187976719,1.319012096
1,CARP,2,7-year,2007-2013,Ante-heat,SESSILE INVERT,1.637608789,0.008505811,0.229276838,0.00696068,0.236237518
1,CARP,3,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.358154944,0.627383887,1.173092816,0.303731019,1.476823836
1,CARP,4,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.181224236,0.512838855,0.184779986,0.077636178,0.262416164
1,CARP,5,7-year,2007-2013,Ante-heat,SESSILE INVERT,1.904237453,0.466022052,-0.251320138,0.041551631,-0.209768507
1,CARP,6,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.273597556,0.47908398,1.074736265,0.230497337,1.305233602
1,CARP,7,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.423537704,0.216411157,0.784949079,0.169281471,0.95423055
1,CARP,8,7-year,2007-2013,Ante-heat,SESSILE INVERT,2.131627295,0.145518539,0.028797974,0.005690181,0.034488155
2,CARP,1,7-year,2014-2020,Post-heat,SESSILE INVERT,2.448539005,0.442859226,0.600518499,0.293761655,0.894280153
2,CARP,2,7-year,2014-2020,Post-heat,SESSILE INVERT,1.145132304,0.005312677,0.486223756,0.102540131,0.588763887
2,CARP,3,7-year,2014-2020,Post-heat,SESSILE INVERT,2.410798677,0.62333901,0.883005798,0.304830574,1.187836372
2,CARP,4,7-year,2014-2020,Post-heat,SESSILE INVERT,2.181224236,0.375430316,0.382276274,0.086680722,0.468956996
2,CARP,5,7-year,2014-2020,Post-heat,SESSILE INVERT,1.904237453,0.497831074,0.373502336,0.213168771,0.586671108
2,CARP,6,7-year,2014-2020,Post-heat,SESSILE INVERT,2.564949357,0.429508918,0.602637472,0.183726119,0.786363591
2,CARP,7,7-year,2014-2020,Post-heat,SESSILE INVERT,2.460809098,0.20569078,0.601668259,0.048379325,0.650047583
2,CARP,8,7-year,2014-2020,Post-heat,SESSILE INVERT,1.985915484,0.135063805,0.922358039,0.030427223,0.952785263
1,CARP,1,7-year,2007-2013,Ante-heat,FISH,2.131627295,1.245017501,-0.265963214,1.018141031,0.752177816
1,CARP,2,7-year,2007-2013,Ante-heat,FISH,1.272965676,0.269906665,-0.691874123,0.24509585,-0.446778273
1,CARP,3,7-year,2007-2013,Ante-heat,FISH,1.742969305,0.692857877,-0.6530784,0.625149218,-0.027929182
1,CARP,4,7-year,2007-2013,Ante-heat,FISH,1.349926717,0.332969854,-0.934158598,0.359696718,-0.574461878
1,CARP,5,7-year,2007-2013,Ante-heat,FISH,1.637608789,0.821633814,-0.517047991,0.627702523,0.110654533
1,CARP,6,7-year,2007-2013,Ante-heat,FISH,1.349926717,0.329156542,-0.813752747,0.533962306,-0.279790441
1,CARP,7,7-year,2007-2013,Ante-heat,FISH,1.580450376,0.4611744,-0.605488059,0.455740754,-0.149747306
1,CARP,8,7-year,2007-2013,Ante-heat,FISH,1.386294361,0.530490866,-0.514807191,0.360973373,-0.153833818
2,CARP,1,7-year,2014-2020,Post-heat,FISH,1.609437912,0.715283613,-0.485662098,0.817000062,0.331337965
2,CARP,2,7-year,2014-2020,Post-heat,FISH,0.762140052,0.102429782,-0.774587809,0.122640904,-0.651946905
2,CARP,3,7-year,2014-2020,Post-heat,FISH,1.742969305,0.780501747,-0.558594151,0.382240227,-0.176353925
2,CARP,4,7-year,2014-2020,Post-heat,FISH,1.488077056,0.669483429,-0.403571141,1.032593081,0.62902194
2,CARP,5,7-year,2014-2020,Post-heat,FISH,1.232143681,0.470916414,-0.684786011,0.186555994,-0.498230018
2,CARP,6,7-year,2014-2020,Post-heat,FISH,0.99852883,0.444452859,-0.6541808,0.185829756,-0.468351044
2,CARP,7,7-year,2014-2020,Post-heat,FISH,1.189584067,0.502498523,-0.279074224,0.395154683,0.116080459
2,CARP,8,7-year,2014-2020,Post-heat,FISH,0.887303195,0.410571171,-0.518577158,0.625150485,0.106573327
1,CARP,1,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.024381764,0.687638676,0.642028898,0.24292366,0.884952558
1,CARP,2,7-year,2007-2013,Ante-heat,MOBILE INVERT,1.767661918,0.451835907,-0.01018606,0.733627984,0.723441924
1,CARP,3,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.423537704,0.809572027,0.201200898,0.851918408,1.053119306
1,CARP,4,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.397895273,0.479598789,0.293262167,0.688838571,0.982100738
1,CARP,5,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.384823191,0.666208909,0.186587608,0.721446383,0.908033991
1,CARP,6,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.448539005,0.914525832,0.413768896,0.688036244,1.10180514
1,CARP,7,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.448539005,0.85591424,0.495616384,0.585585149,1.081201534
1,CARP,8,7-year,2007-2013,Ante-heat,MOBILE INVERT,2.302585093,0.594547833,0.51052956,0.675117063,1.185646623
2,CARP,1,7-year,2014-2020,Post-heat,MOBILE INVERT,1.791759469,0.444953833,-0.457083116,0.461437286,0.00435417
2,CARP,2,7-year,2014-2020,Post-heat,MOBILE INVERT,2.00533357,0.664104814,-0.037843131,0.712672673,0.674829542
2,CARP,3,7-year,2014-2020,Post-heat,MOBILE INVERT,2.358154944,1.300319796,0.071611452,0.712612219,0.78422367
2,CARP,4,7-year,2014-2020,Post-heat,MOBILE INVERT,2.302585093,0.852076002,-0.095509567,0.661480639,0.565971073
2,CARP,5,7-year,2014-2020,Post-heat,MOBILE INVERT,2.114532862,0.770654718,0.159432367,0.541681298,0.701113665
2,CARP,6,7-year,2014-2020,Post-heat,MOBILE INVERT,2.228477121,0.858073019,-0.032876842,0.187884012,0.155007169
2,CARP,7,7-year,2014-2020,Post-heat,MOBILE INVERT,2.344549292,0.944821879,0.438020229,0.646991009,1.085011238
2,CARP,8,7-year,2014-2020,Post-heat,MOBILE INVERT,2.164963715,0.766298095,0.295293272,0.601799406,0.897092678
1,CARP,1,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.708050201,1.521818618,0.166808685,0.692636864,0.859445549
1,CARP,2,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.25878247,0.981371479,-0.106727863,0.659346758,0.552618895
1,CARP,3,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.717651497,0.746300011,-0.281564907,0.286074946,0.004510039
1,CARP,4,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.717651497,0.830798733,-0.30424708,0.673248209,0.369001129
1,CARP,5,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,2.079441542,1.14076715,-0.513832739,0.394273145,-0.119559593
1,CARP,6,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.550597412,0.679636609,0.166883729,0.424310666,0.591194394
1,CARP,7,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.637608789,0.651047525,-0.327339504,0.417123595,0.089784092
1,CARP,8,7-year,2007-2013,Ante-heat,UNDERSTORY ALGAE,1.945910149,0.931977283,-0.366508438,0.455165776,0.088657338
2,CARP,1,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.397895273,1.208699935,0.298123871,0.931440675,1.229564546
2,CARP,2,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.148434413,1.233469593,0.373447989,0.704586776,1.078034765
2,CARP,3,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.925290862,1.173146961,-0.476439582,0.485547643,0.009108061
2,CARP,4,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.791759469,0.776418008,-0.454583265,0.677342258,0.222758993
2,CARP,5,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,2.024381764,1.28827719,-0.315198768,0.442086636,0.126887868
2,CARP,6,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.421385681,0.640897989,-0.694060634,0.343812158,-0.350248477
2,CARP,7,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.925290862,1.012462281,-0.356365359,0.790062643,0.433697283
2,CARP,8,7-year,2014-2020,Post-heat,UNDERSTORY ALGAE,1.519825754,0.65175202,-0.26861785,0.825197867,0.556580018
1,GOLB,1,3-year,2011-2013,Ante-heat,SESSILE INVERT,1.84582669,0.227209654,-0.095221853,0.118169599,0.022947747
1,GOLB,2,3-year,2011-2013,Ante-heat,SESSILE INVERT,2.120263536,0.606404296,0.770919715,0.133945089,0.904864805
2,GOLB,1,3-year,2014-2016,Post-heat,SESSILE INVERT,1.609437912,0.422926862,-0.113739135,0.373458882,0.259719747
2,GOLB,2,3-year,2014-2016,Post-heat,SESSILE INVERT,1.673976434,0.429835737,-0.260876836,0.399256678,0.138379842
1,GOLB,1,3-year,2011-2013,Ante-heat,FISH,1.386294361,0.386900461,-0.544731065,0.109692168,-0.435038895
1,GOLB,2,3-year,2011-2013,Ante-heat,FISH,1.386294361,0.864144643,-0.374048245,0.603712381,0.229664136
2,GOLB,1,3-year,2014-2016,Post-heat,FISH,0.980829253,0.239426999,0.161776439,1.372490675,1.534267113
2,GOLB,2,3-year,2014-2016,Post-heat,FISH,1.098612289,0.384160616,-0.509865791,0.801264774,0.291398983
1,GOLB,1,3-year,2011-2013,Ante-heat,MOBILE INVERT,2.036881927,0.529315563,-0.319632397,0.958275838,0.638643442
1,GOLB,2,3-year,2011-2013,Ante-heat,MOBILE INVERT,1.84582669,1.008845545,-0.193746993,0.465262688,0.271515695
2,GOLB,1,3-year,2014-2016,Post-heat,MOBILE INVERT,1.386294361,0.333870422,-0.042833213,0.267609569,0.224776357
2,GOLB,2,3-year,2014-2016,Post-heat,MOBILE INVERT,1.540445041,0.345524647,-0.10946694,0.456325139,0.346858199
1,GOLB,1,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,2.512305624,1.471284672,0.310085369,0.914155527,1.224240896
1,GOLB,2,3-year,2011-2013,Ante-heat,UNDERSTORY ALGAE,2.036881927,1.306360299,-0.114024716,0.52519526,0.411170543
2,GOLB,1,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.512305624,1.159464785,0.123249386,1.08928335,1.212532737
2,GOLB,2,3-year,2014-2016,Post-heat,UNDERSTORY ALGAE,2.48490665,1.208972279,0.152026669,0.972753356,1.124780026
1,GOLB,1,4-year,2010-2013,Ante-heat,SESSILE INVERT,1.909542505,0.239615194,-0.289049877,0.098025416,-0.191024461
1,GOLB,2,4-year,2010-2013,Ante-heat,SESSILE INVERT,2.224623552,0.52328577,0.694073262,0.414585258,1.108658521
2,GOLB,1,4-year,2014-2017,Post-heat,SESSILE INVERT,1.749199855,0.350210353,-0.432203326,0.011564135,-0.420639192
2,GOLB,2,4-year,2014-2017,Post-heat,SESSILE INVERT,1.791759469,0.391372389,-0.625566599,0.002950039,-0.622616559
1,GOLB,1,4-year,2010-2013,Ante-heat,FISH,1.386294361,0.473902879,-0.681337,0.125850416,-0.555486584
